transfer,player,age,season,matches_played,play_proportion,raw_goals,raw_assists,raw_nonpenaltykick_goal,total_pass_attempts,Total_Cmp.,Total_Passes_Leading_to_Shot,Cmp_Passes_18_yard_box,prog_dist_per_pass,Shot_Creating_Actions,def_action_to_shot,goal_creating_action,takeon_to_goal,prog_dist_per_carry,Progressive_Passes_Received,TakeOn_Attempts,TakeOn_Success_Percentage,tackle_ratio,Shot_Blocks,Pass_Blocks,Clearances,Aerial_Win_Percentage,aerials_total,FW,MF,DF,90minutes
0,Osaze Urhoghide,20,2020-2021,16,0.593,0.0,0.0,0.0,37.342,0.668,0.079,0.079,88.857,0.474,0.079,0.0,0.0,64.1,0.474,0.553,0.571,0.607,0.474,0.632,3.789,0.558,6.789,0,0,1,12.667
0,Dimitris Giannoulis,24,2020-2021,16,0.941,0.0,0.069,0.0,60.828,0.798,1.103,0.621,88.683,2.138,0.0,0.207,0.069,43.077,6.69,1.931,0.571,0.529,0.276,1.034,1.586,0.49,3.379,0,0,1,14.5
0,Sergi Canós,23,2020-2021,46,1.0,0.282,0.251,0.282,30.209,0.63,1.692,1.473,28.223,3.666,0.094,0.595,0.031,29.612,7.834,3.416,0.532,0.557,0.0,0.877,0.501,0.372,1.347,1,0,1,31.911
0,Yaya Sanogo,27,2020-2021,9,0.818,0.0,0.0,0.0,18.986,0.654,0.365,0.73,21.571,0.913,0.0,0.0,0.0,33.4,2.738,2.556,0.571,0.5,0.0,0.365,1.643,0.473,13.509,1,0,0,5.478
0,Grant Hall,28,2020-2021,19,0.76,0.116,0.0,0.116,33.351,0.671,0.058,0.058,88.371,0.174,0.0,0.0,0.0,156.333,0.349,0.291,1.0,0.625,0.639,0.232,4.764,0.722,10.226,0,0,1,17.211
0,Maxime Biamou,29,2020-2021,34,0.85,0.223,0.089,0.223,19.93,0.574,0.849,0.447,21.37,2.145,0.134,0.223,0.0,22.077,7.507,1.609,0.361,0.615,0.089,0.715,0.76,0.44,12.602,1,0,0,22.378
0,George Moncur,26,2020-2021,21,0.512,0.33,0.11,0.33,35.495,0.783,1.429,0.44,54.0,2.857,0.0,0.44,0.0,36.826,5.495,1.319,0.583,0.385,0.0,1.209,0.11,0.364,1.209,1,1,0,9.1
0,Mario Vrančić,31,2020-2021,32,0.727,0.157,0.262,0.105,52.522,0.782,1.677,1.258,31.0,4.613,0.157,0.367,0.0,47.767,5.242,1.153,0.545,0.629,0.052,0.472,0.629,0.387,3.931,0,1,0,19.078
0,Murray Wallace,27,2020-2021,23,0.821,0.05,0.0,0.05,46.848,0.658,0.549,0.3,82.873,0.999,0.0,0.1,0.0,87.867,1.349,0.849,0.471,0.615,0.4,0.699,3.147,0.541,6.093,0,0,1,20.022
0,Pontus Jansson,29,2020-2021,24,0.96,0.0,0.0,0.0,63.939,0.866,0.353,0.132,138.271,0.794,0.0,0.044,0.0,343.857,0.265,0.176,0.25,0.727,0.353,0.132,4.189,0.623,5.38,0,0,1,22.678
0,Ken Sema,26,2020-2021,41,1.0,0.138,0.138,0.138,34.503,0.688,1.403,0.991,54.731,2.476,0.0,0.193,0.055,26.75,7.099,2.614,0.421,0.519,0.055,0.605,0.853,0.313,3.522,1,0,1,36.344
0,Andrew Hughes,28,2020-2021,34,1.0,0.0,0.062,0.0,49.634,0.657,0.311,0.404,95.349,0.777,0.062,0.124,0.0,54.472,1.462,0.466,0.533,0.565,0.435,0.498,3.701,0.698,7.837,0,0,1,32.156
0,Robert Glatzel,26,2020-2021,21,0.84,0.293,0.195,0.293,25.575,0.653,0.781,0.195,26.471,2.245,0.0,0.488,0.0,35.111,7.321,2.44,0.64,0.636,0.0,0.781,0.879,0.361,14.056,1,0,0,10.244
0,Neeskens Kebano,28,2020-2021,18,1.0,0.074,0.222,0.074,28.324,0.731,1.627,1.257,40.583,3.328,0.148,0.518,0.148,25.868,6.656,2.366,0.656,0.5,0.0,1.035,0.222,0.455,3.254,1,1,0,13.522
0,Geoff Cameron,35,2020-2021,34,0.944,0.0,0.097,0.0,43.771,0.715,0.485,0.356,52.417,1.132,0.129,0.129,0.0,191.375,0.259,0.485,0.733,0.714,0.582,0.744,2.879,0.542,5.014,0,1,1,30.911
0,Lewis Grabban,32,2020-2021,28,0.966,0.271,0.045,0.181,18.09,0.738,0.995,0.271,25.923,1.99,0.0,0.136,0.0,25.974,4.884,1.266,0.607,1.0,0.181,0.317,0.633,0.263,2.578,1,0,0,22.111
0,Michał Helik,24,2020-2021,43,0.935,0.12,0.024,0.12,32.673,0.524,0.312,0.096,78.79,0.432,0.0,0.072,0.0,145.857,0.312,0.072,0.667,0.623,0.384,0.552,5.714,0.618,10.059,0,0,1,41.656
0,Wayne Routledge,35,2020-2021,16,0.471,0.0,0.0,0.0,32.96,0.611,1.025,1.708,26.2,2.049,0.0,0.0,0.0,40.0,9.222,1.195,0.429,1.0,0.0,0.342,0.683,0.095,3.586,1,0,0,5.856
0,Sam Vokes,30,2020-2021,30,0.682,0.0,0.0,0.0,24.447,0.504,0.325,0.108,24.6,1.623,0.0,0.216,0.0,98.0,5.625,0.325,0.667,0.333,0.216,0.108,2.272,0.483,18.606,1,0,0,9.244
0,Anfernee Dijksteel,23,2020-2021,29,1.0,0.0,0.0,0.0,39.05,0.621,0.285,0.321,69.819,1.105,0.071,0.178,0.0,46.75,1.033,1.069,0.8,0.694,0.499,0.57,2.138,0.444,3.527,0,0,1,28.067
0,Kyle Vassell,27,2020-2021,12,0.8,0.0,0.0,0.0,19.512,0.523,0.879,0.352,18.636,2.461,0.176,0.352,0.0,27.0,7.031,3.164,0.389,0.5,0.0,1.055,0.527,0.423,4.57,1,1,0,5.689
0,Adam Smith,29,2020-2021,41,0.953,0.0,0.108,0.0,51.448,0.79,0.811,0.622,61.593,1.811,0.027,0.216,0.0,38.725,4.947,1.163,0.512,0.745,0.081,0.649,1.73,0.44,2.947,0,1,1,36.989
0,Liam Cullen,21,2020-2021,13,0.565,0.18,0.0,0.18,22.814,0.551,0.359,0.719,28.846,2.335,0.0,0.359,0.0,12.0,7.186,1.437,0.5,0.667,0.0,1.078,0.898,0.341,7.904,1,0,0,5.567
0,Tomás Esteves,18,2020-2021,29,0.69,0.073,0.0,0.073,51.895,0.73,0.798,0.653,71.857,2.032,0.073,0.218,0.0,40.0,3.919,2.54,0.6,0.684,0.073,0.653,2.395,0.345,2.105,1,0,1,13.778
0,Daryl Horgan,27,2020-2021,40,0.889,0.0,0.071,0.0,26.443,0.578,1.142,1.642,28.114,2.569,0.0,0.178,0.0,23.158,3.854,1.606,0.444,0.533,0.143,0.5,0.821,0.196,1.642,1,1,0,28.022
0,Fankaty Dabo,24,2020-2021,28,0.966,0.0,0.0,0.0,53.276,0.743,0.543,0.95,74.638,1.899,0.045,0.136,0.0,29.18,4.025,2.759,0.59,0.659,0.09,0.769,1.131,0.325,1.809,0,1,1,22.111
0,Kadeem Harris,27,2020-2021,38,0.884,0.0,0.135,0.0,25.772,0.691,0.945,0.843,47.66,2.429,0.034,0.202,0.0,26.336,5.094,3.981,0.483,0.547,0.169,0.506,0.675,0.309,1.855,0,1,1,29.644
0,Alan Browne,25,2020-2021,38,1.0,0.111,0.056,0.083,46.874,0.693,0.528,0.75,46.971,1.527,0.028,0.111,0.0,56.868,3.055,1.861,0.478,0.553,0.389,1.139,1.527,0.548,6.081,0,1,1,36.011
0,Scott Sinclair,31,2020-2021,37,0.841,0.305,0.034,0.237,21.542,0.751,0.441,0.712,26.746,1.594,0.0,0.339,0.034,27.5,5.224,1.934,0.719,0.769,0.0,0.509,0.305,0.143,1.425,1,0,0,29.478
0,Darragh Lenihan,26,2020-2021,41,1.0,0.0,0.025,0.0,63.805,0.764,0.223,0.223,121.977,0.817,0.0,0.05,0.0,174.679,0.272,0.149,0.833,0.574,0.792,0.347,3.714,0.675,7.155,0,0,1,40.389
0,Luke Thomas,21,2020-2021,19,0.826,0.0,0.0,0.0,27.863,0.65,0.986,0.616,31.692,1.973,0.0,0.123,0.0,24.429,5.425,1.973,0.813,0.391,0.123,1.726,0.247,0.118,2.096,1,1,0,8.111
0,Curtis Thompson,26,2020-2021,33,0.917,0.0,0.0,0.0,28.751,0.556,0.612,0.432,31.952,1.657,0.036,0.072,0.0,38.545,0.829,1.513,0.595,0.49,0.468,0.721,2.054,0.504,4.864,0,1,0,27.756
0,Yuri Ribeiro,23,2020-2021,25,0.758,0.041,0.0,0.041,60.33,0.721,0.701,0.783,63.618,2.06,0.0,0.124,0.0,37.467,3.585,1.566,0.658,0.667,0.371,0.33,2.431,0.525,4.945,0,0,1,24.267
0,Ben Wilmot,20,2020-2021,25,0.658,0.068,0.068,0.068,56.91,0.741,0.406,0.271,79.426,1.421,0.068,0.068,0.0,95.524,0.541,0.271,0.5,0.6,0.406,0.812,3.857,0.5,4.737,0,0,1,14.778
0,Emil Riis Jakobsen,22,2020-2021,38,0.884,0.11,0.055,0.11,20.018,0.606,0.827,0.441,27.231,2.482,0.0,0.221,0.0,21.926,8.272,2.261,0.537,0.462,0.11,0.662,0.772,0.314,8.768,1,0,0,18.133
0,Shaun Williams,33,2020-2021,27,0.628,0.0,0.149,0.0,50.347,0.717,0.891,1.114,37.434,2.45,0.0,0.223,0.0,136.0,1.04,0.52,0.857,0.591,0.223,0.965,1.337,0.619,4.678,0,1,0,13.467
0,Jay Dasilva,22,2020-2021,11,0.786,0.111,0.111,0.111,42.614,0.802,0.555,0.666,50.839,1.665,0.0,0.111,0.0,50.833,2.552,1.776,0.563,0.818,0.111,0.888,1.665,0.333,0.999,0,0,1,9.011
0,Luke Berry,28,2020-2021,31,0.775,0.096,0.048,0.096,37.271,0.704,1.348,0.77,33.872,2.6,0.0,0.096,0.0,30.0,4.093,0.722,0.667,0.929,0.0,0.578,0.578,0.406,4.864,0,1,0,20.767
0,Lewis Cook,23,2020-2021,31,0.912,0.036,0.036,0.036,54.84,0.815,0.826,0.754,43.621,2.119,0.0,0.215,0.0,92.593,1.221,2.011,0.714,0.564,0.215,1.077,0.431,0.426,1.688,0,1,0,27.844
0,Duncan Watmore,26,2020-2021,30,0.857,0.436,0.048,0.436,15.614,0.624,0.921,0.291,24.632,1.891,0.0,0.242,0.097,24.826,5.673,2.57,0.434,0.357,0.097,0.679,0.339,0.167,2.909,1,1,0,20.622
0,Anthony Gordon,19,2020-2021,11,0.647,0.0,0.0,0.0,25.965,0.642,1.404,0.702,57.857,4.561,0.0,0.175,0.0,23.789,4.561,2.982,0.588,0.0,0.0,0.351,0.702,0.2,1.754,1,0,0,5.7
0,Jamie Allen,25,2020-2021,22,0.478,0.068,0.0,0.068,30.519,0.82,0.88,0.338,36.844,1.895,0.0,0.068,0.0,30.333,2.571,0.947,0.5,0.471,0.135,0.812,0.271,0.393,1.895,1,1,0,14.778
0,Steven Fletcher,33,2020-2021,37,1.0,0.345,0.153,0.307,24.263,0.633,0.767,0.498,22.481,2.147,0.115,0.345,0.038,46.25,6.248,0.805,0.714,0.7,0.153,0.69,0.652,0.427,8.969,1,0,0,26.089
0,Matt Smith,31,2020-2021,29,0.829,0.294,0.196,0.294,26.246,0.489,1.077,0.588,16.576,2.252,0.0,0.392,0.0,33.333,5.484,0.196,1.0,0.286,0.196,0.294,2.35,0.584,25.658,1,0,0,10.211
0,Christoph Zimmermann,27,2020-2021,22,0.71,0.0,0.0,0.0,59.261,0.817,0.074,0.0,99.385,0.517,0.0,0.074,0.0,184.0,0.0,0.222,0.333,0.833,0.665,0.369,4.064,0.636,4.064,0,0,1,13.533
0,Carlton Morris,24,2020-2021,23,1.0,0.583,0.25,0.583,30.472,0.593,0.999,0.583,30.333,3.747,0.083,0.666,0.0,22.138,6.994,1.582,0.421,0.538,0.083,0.749,1.166,0.448,11.156,1,1,0,12.011
0,Harry Arter,30,2020-2021,13,0.684,0.0,0.0,0.0,46.885,0.796,1.131,0.126,46.485,2.388,0.0,0.0,0.0,64.714,1.383,0.251,0.5,0.632,0.377,0.628,0.88,0.4,0.628,0,1,0,7.956
0,Kieran Dowell,22,2020-2021,24,0.75,0.483,0.097,0.483,42.586,0.744,2.221,1.448,23.35,5.118,0.097,0.386,0.0,33.905,6.567,1.255,0.538,0.562,0.097,1.062,0.483,0.229,3.38,1,1,0,10.356
0,Maxime Colin,28,2020-2021,42,0.933,0.026,0.051,0.026,43.127,0.66,0.718,0.847,68.512,1.693,0.051,0.18,0.0,34.308,2.54,1.206,0.574,0.611,0.359,0.795,2.001,0.472,3.156,0,0,1,38.978
0,Daniel Ayala,29,2020-2021,10,0.909,0.0,0.115,0.0,56.522,0.836,0.115,0.0,182.714,0.229,0.0,0.115,0.0,178.5,0.115,0.229,1.0,0.75,0.803,0.115,4.701,0.508,6.994,0,0,1,8.722
0,Liam Lindsay,24,2020-2021,13,0.591,0.161,0.0,0.161,30.161,0.6,0.0,0.08,145.462,0.563,0.0,0.08,0.0,0.0,0.161,0.241,0.333,0.556,1.046,0.322,4.665,0.565,8.686,0,0,1,12.433
0,Mads Bech Sørensen,21,2020-2021,32,0.744,0.067,0.0,0.067,58.219,0.769,0.37,0.202,108.0,1.041,0.034,0.034,0.0,172.045,0.437,0.168,0.4,0.611,0.403,0.336,3.998,0.454,4.367,0,0,1,29.767
0,Britt Assombalonga,27,2020-2021,31,0.861,0.261,0.0,0.209,12.104,0.664,0.417,0.209,22.062,1.774,0.0,0.104,0.0,35.444,5.635,1.565,0.467,0.0,0.0,0.157,0.522,0.298,8.4,1,0,0,19.167
0,Rabbi Matondo,19,2020-2021,10,0.556,0.169,0.0,0.169,20.393,0.636,0.674,0.674,36.6,2.191,0.0,0.337,0.0,23.04,6.573,4.888,0.414,0.429,0.0,0.843,0.0,0.238,3.539,0,1,1,5.933
0,Clark Robertson,26,2020-2021,16,1.0,0.0,0.093,0.0,31.95,0.549,0.836,0.743,64.857,1.579,0.0,0.186,0.0,69.25,0.464,0.093,1.0,0.667,0.372,0.372,5.294,0.566,7.709,0,0,1,10.767
0,Lewis Travis,22,2020-2021,19,0.905,0.0,0.0,0.0,39.57,0.811,0.553,0.623,39.925,2.006,0.0,0.277,0.0,49.333,1.245,1.107,0.875,0.641,0.415,1.591,0.692,0.308,1.799,0,1,0,14.456
0,Adam Reach,27,2020-2021,44,0.978,0.13,0.078,0.13,44.075,0.691,0.964,1.302,62.297,2.188,0.0,0.234,0.0,32.378,4.845,1.797,0.464,0.674,0.052,0.912,1.302,0.455,1.433,0,1,1,38.389
0,Ryan Ledson,22,2020-2021,36,1.0,0.067,0.167,0.067,51.323,0.612,1.773,1.305,47.031,2.61,0.033,0.268,0.0,99.077,0.937,0.836,0.52,0.685,0.435,0.937,1.271,0.63,2.442,0,1,0,29.889
0,Junior Hoilett,30,2020-2021,21,0.6,0.154,0.154,0.154,30.72,0.686,1.235,1.081,26.054,2.238,0.077,0.232,0.0,30.077,6.792,1.775,0.696,0.667,0.077,0.463,0.617,0.452,2.393,1,1,0,12.956
0,Tobias Figueiredo,26,2020-2021,32,0.889,0.0,0.032,0.0,45.413,0.738,0.159,0.064,176.955,0.254,0.032,0.032,0.0,307.778,0.064,0.159,1.0,0.48,0.762,0.254,5.272,0.556,5.43,0,0,1,31.489
0,Dan Potts,26,2020-2021,24,0.889,0.053,0.0,0.053,44.762,0.638,0.106,0.159,62.909,0.901,0.053,0.053,0.0,46.636,1.377,0.636,0.417,0.467,0.371,0.583,2.861,0.613,6.304,0,0,1,18.878
0,Alex Mowatt,25,2020-2021,44,1.0,0.188,0.164,0.164,49.405,0.602,1.551,1.339,38.85,3.383,0.0,0.352,0.023,41.927,1.527,0.681,0.724,0.461,0.188,1.057,1.292,0.535,2.984,0,1,0,42.567
0,Jeremy Ngakia,19,2020-2021,25,0.641,0.0,0.056,0.0,54.775,0.708,0.618,1.18,86.368,1.573,0.056,0.169,0.0,59.455,4.213,2.416,0.628,0.54,0.112,1.404,2.079,0.429,2.36,0,0,1,17.8
0,Tom Lockyer,25,2020-2021,20,0.769,0.0,0.0,0.0,47.296,0.676,0.298,0.477,90.386,0.656,0.0,0.0,0.0,96.294,0.239,0.358,0.667,0.474,0.835,0.417,3.638,0.535,5.905,0,0,1,16.767
0,Joe Ralls,26,2020-2021,39,0.975,0.15,0.12,0.09,43.316,0.709,1.233,0.632,48.0,2.587,0.06,0.301,0.0,62.8,1.985,0.782,0.692,0.543,0.271,0.602,1.474,0.529,3.128,0,1,0,33.244
0,Fred Onyedinma,23,2020-2021,43,0.935,0.109,0.073,0.109,17.048,0.599,0.4,0.436,26.0,1.636,0.0,0.182,0.036,26.833,4.144,3.162,0.437,0.638,0.109,0.909,0.981,0.403,4.507,1,1,0,27.511
0,Tyrese Campbell,20,2020-2021,16,0.941,0.497,0.414,0.497,27.82,0.655,1.159,0.662,26.833,3.063,0.0,0.497,0.0,24.286,8.611,2.732,0.576,1.0,0.0,0.745,0.414,0.371,2.898,1,1,0,12.078
0,Connor Mahoney,23,2020-2021,14,0.7,0.158,0.158,0.158,34.542,0.665,2.852,0.951,77.1,4.595,0.0,0.317,0.0,23.25,5.863,1.585,0.3,0.333,0.0,1.426,0.475,0.091,1.743,1,1,0,6.311
0,Callum O'Hare,22,2020-2021,46,1.0,0.075,0.201,0.075,34.324,0.746,1.255,1.229,19.135,3.463,0.05,0.326,0.05,27.606,7.226,3.111,0.556,0.567,0.075,1.631,0.276,0.224,2.685,1,1,0,39.856
0,Dan McNamara,21,2020-2021,16,0.64,0.0,0.073,0.0,38.675,0.729,0.945,0.436,56.562,1.963,0.0,0.291,0.0,35.467,3.926,1.89,0.538,0.545,0.363,0.509,1.527,0.409,3.199,0,1,1,13.756
0,Lukas Jutkiewicz,31,2020-2021,42,0.955,0.289,0.108,0.253,24.171,0.457,0.578,0.361,23.784,1.265,0.036,0.036,0.0,25.333,4.95,0.47,0.308,0.647,0.253,0.903,1.59,0.55,15.753,1,0,0,27.678
0,Marc Bola,22,2020-2021,41,0.891,0.025,0.025,0.025,46.622,0.629,0.749,0.599,63.25,1.847,0.025,0.075,0.0,35.803,2.246,1.248,0.62,0.645,0.3,0.948,2.072,0.6,3.494,1,0,1,40.067
0,Lee Gregory,31,2020-2021,17,0.85,0.44,0.11,0.44,18.264,0.602,1.21,0.55,20.429,2.421,0.0,0.22,0.0,24.0,6.822,1.65,0.333,0.0,0.11,1.1,0.44,0.313,7.372,1,0,0,9.089
0,Amari'i Bell,26,2020-2021,19,0.514,0.0,0.0,0.0,51.277,0.691,0.707,1.002,50.297,2.063,0.0,0.236,0.0,31.942,3.89,1.532,0.5,0.643,0.118,0.766,2.004,0.583,3.536,0,0,1,16.967
0,Jordan Rhodes,30,2020-2021,36,0.8,0.422,0.06,0.422,19.544,0.62,0.664,0.422,21.556,1.689,0.0,0.121,0.0,62.333,3.318,0.181,1.0,1.0,0.362,0.603,1.086,0.376,10.918,1,0,0,16.578
0,Joe Morrell,23,2020-2021,10,0.312,0.0,0.0,0.0,53.363,0.813,0.796,0.398,63.333,1.593,0.0,0.199,0.0,48.9,0.398,0.398,0.0,0.583,0.398,0.398,1.593,0.375,1.593,0,1,0,5.022
0,Jordy de Wijs,25,2020-2021,9,0.9,0.14,0.0,0.14,61.166,0.849,0.0,0.0,211.214,0.28,0.0,0.0,0.0,636.0,0.14,0.14,1.0,0.556,0.98,0.28,6.579,0.727,6.159,0,0,1,7.144
0,Rekeem Harper,20,2020-2021,18,0.857,0.0,0.0,0.0,29.646,0.806,0.088,0.265,38.655,0.796,0.0,0.177,0.0,64.0,0.796,1.327,0.867,0.462,0.265,0.973,0.531,0.629,3.097,0,1,0,11.3
0,Jordan Shipley,22,2020-2021,27,0.628,0.197,0.066,0.197,29.693,0.692,1.248,0.591,36.675,2.168,0.066,0.197,0.0,31.6,3.547,0.46,0.571,0.5,0.066,0.788,0.591,0.294,2.234,1,1,0,15.222
0,Przemysław Płacheta,22,2020-2021,26,0.765,0.08,0.0,0.08,35.728,0.723,1.439,1.359,43.68,2.638,0.0,0.24,0.0,28.886,10.151,2.318,0.517,0.667,0.08,0.48,0.639,0.194,2.478,1,1,0,12.511
0,Garath McCleary,33,2020-2021,32,0.889,0.195,0.049,0.195,26.25,0.571,1.315,1.315,40.214,2.922,0.0,0.146,0.0,21.582,5.893,1.705,0.4,0.615,0.146,0.925,1.023,0.431,3.166,1,1,0,20.533
0,Tariqe Fosu,24,2020-2021,39,0.848,0.2,0.15,0.2,36.859,0.732,0.799,0.749,36.783,2.447,0.0,0.549,0.1,27.812,6.992,3.796,0.566,0.467,0.1,1.249,0.749,0.227,3.296,1,1,0,20.022
0,Corry Evans,30,2020-2021,18,0.692,0.0,0.222,0.0,56.111,0.822,0.444,0.667,42.891,1.222,0.0,0.222,0.0,100.25,2.222,0.333,0.667,0.65,0.111,1.0,1.0,0.44,2.778,0,1,0,9.0
0,Steve Cook,29,2020-2021,42,1.0,0.0,0.049,0.0,61.397,0.784,0.247,0.123,157.482,0.542,0.0,0.049,0.0,240.545,0.074,0.148,0.833,0.538,0.789,0.123,4.364,0.697,6.016,0,0,1,40.556
0,Lyle Taylor,30,2020-2021,39,0.848,0.208,0.0,0.156,21.384,0.687,0.934,0.571,24.286,2.024,0.0,0.052,0.0,22.821,7.682,1.038,0.5,0.571,0.104,0.779,0.727,0.265,5.865,1,0,0,19.267
0,Josh Martin,18,2020-2021,9,0.474,0.2,0.2,0.2,33.126,0.759,1.197,0.798,24.647,3.792,0.0,0.399,0.0,43.0,5.787,2.794,0.571,0.571,0.0,1.796,0.399,0.0,0.998,1,0,0,5.011
0,Lukas Rupp,29,2020-2021,23,0.852,0.0,0.213,0.0,67.908,0.859,1.705,1.776,27.231,4.688,0.071,0.355,0.0,41.277,6.464,1.847,0.577,0.641,0.284,1.421,0.994,0.444,1.918,0,1,0,14.078
0,George Evans,25,2020-2021,25,0.714,0.042,0.042,0.042,45.273,0.691,0.379,0.168,95.127,1.052,0.0,0.042,0.0,173.875,0.463,0.421,0.7,0.615,0.379,0.757,1.683,0.48,4.208,0,1,1,23.767
0,Lewis Holtby,29,2020-2021,27,0.931,0.0,0.05,0.0,56.672,0.809,1.639,1.142,44.663,3.974,0.05,0.348,0.0,107.455,2.583,0.596,0.75,0.611,0.199,0.546,1.142,0.406,1.589,0,1,0,20.133
0,Nathaniel Chalobah,25,2020-2021,38,0.974,0.103,0.034,0.103,44.316,0.747,0.376,0.308,41.127,1.506,0.068,0.308,0.034,50.645,1.779,1.266,0.73,0.525,0.274,0.616,1.848,0.569,3.97,0,1,0,29.222
0,John Obi Mikel,33,2020-2021,39,1.0,0.0,0.028,0.0,41.277,0.837,0.365,0.393,38.463,1.405,0.028,0.197,0.0,67.0,0.562,1.012,0.75,0.678,0.478,0.787,0.871,0.562,2.95,0,1,0,35.589
0,Joshua King,28,2020-2021,12,0.923,0.0,0.0,0.0,27.963,0.705,1.222,0.611,22.182,3.056,0.0,0.0,0.0,25.647,8.251,3.056,0.5,0.333,0.153,0.458,0.764,0.296,4.126,1,0,0,6.544
0,Jay Fulton,26,2020-2021,40,0.87,0.099,0.033,0.099,37.489,0.706,0.496,0.629,36.035,1.787,0.099,0.298,0.0,39.138,3.11,1.125,0.588,0.6,0.397,0.86,1.324,0.545,3.64,0,1,0,30.222
0,Troy Parrott,18,2020-2021,11,0.733,0.0,0.0,0.0,25.5,0.747,0.75,0.75,25.067,2.7,0.0,0.3,0.0,45.571,4.5,2.7,0.722,0.667,0.3,0.3,0.45,0.259,4.05,1,1,0,6.667
0,Dael Fry,22,2020-2021,32,0.97,0.034,0.034,0.034,35.716,0.581,0.135,0.135,89.296,0.439,0.0,0.034,0.0,121.375,0.27,0.135,0.75,0.607,0.878,0.506,4.287,0.646,10.195,0,0,1,29.622
0,Matt Crooks,26,2020-2021,40,0.952,0.175,0.087,0.175,26.962,0.693,0.903,0.553,26.552,2.388,0.0,0.175,0.0,35.578,3.669,1.631,0.464,0.538,0.175,0.961,1.368,0.586,5.066,1,1,0,34.344
0,Niko Hämäläinen,23,2020-2021,22,0.537,0.0,0.0,0.0,48.138,0.684,0.622,0.778,67.208,1.66,0.0,0.052,0.0,44.826,3.164,0.778,0.533,0.519,0.104,0.622,2.179,0.396,2.749,0,0,1,19.278
0,Sam Gallagher,24,2020-2021,39,1.0,0.325,0.122,0.325,22.52,0.544,0.893,0.243,28.023,2.029,0.041,0.243,0.0,26.16,5.681,3.043,0.427,0.655,0.162,0.69,1.136,0.51,10.509,1,0,0,24.644
0,Jed Wallace,26,2020-2021,45,0.978,0.259,0.118,0.188,42.256,0.672,2.002,1.578,42.725,3.839,0.024,0.212,0.047,23.944,6.736,3.392,0.549,0.63,0.0,0.73,0.259,0.188,1.507,1,1,0,42.456
0,Kasey Palmer,23,2020-2021,35,0.814,0.151,0.101,0.151,33.662,0.657,1.31,0.756,32.582,2.318,0.151,0.202,0.0,40.5,2.872,3.326,0.682,0.674,0.101,1.109,0.806,0.406,5.09,1,1,0,19.844
0,Wes Harding,23,2020-2021,46,1.0,0.0,0.096,0.0,40.263,0.556,0.675,0.771,89.619,1.567,0.048,0.121,0.0,38.946,1.326,0.868,0.389,0.65,0.193,0.916,2.604,0.51,3.544,0,0,1,41.478
0,Adam Clayton,31,2020-2021,14,0.667,0.0,0.0,0.0,45.155,0.751,0.309,0.206,59.971,0.825,0.0,0.206,0.0,107.75,0.103,0.722,0.429,0.571,0.619,0.619,1.649,0.588,1.753,0,1,0,9.7
0,Lee Buchanan,19,2020-2021,35,0.778,0.0,0.105,0.0,52.8,0.648,0.489,0.419,62.022,1.326,0.035,0.105,0.0,32.522,3.839,1.605,0.457,0.527,0.279,1.012,3.49,0.583,6.107,0,1,1,28.656
0,Max Bird,19,2020-2021,33,0.733,0.0,0.0,0.0,54.582,0.827,0.739,0.565,52.074,1.738,0.0,0.087,0.0,102.562,1.217,0.869,0.75,0.6,0.391,0.782,0.869,0.431,2.216,0,1,0,23.011
0,George Edmundson,22,2020-2021,10,0.769,0.12,0.0,0.12,53.591,0.717,0.24,0.12,93.667,0.961,0.0,0.0,0.0,104.3,0.36,0.601,0.6,0.643,0.12,0.36,4.206,0.6,7.21,0,0,1,8.322
0,Kenny McLean,28,2020-2021,38,0.927,0.066,0.199,0.066,61.788,0.803,0.662,0.861,45.3,2.185,0.0,0.464,0.0,59.667,2.384,1.026,0.613,0.705,0.298,0.762,1.457,0.579,4.636,0,1,0,30.2
0,Taylor Harwood-Bellis,18,2020-2021,19,0.95,0.0,0.0,0.0,51.946,0.798,0.175,0.175,106.95,0.584,0.0,0.0,0.0,527.667,0.233,0.058,0.0,0.688,0.759,0.467,3.093,0.533,6.128,0,0,1,17.133
0,Duane Holmes,25,2020-2021,33,0.868,0.147,0.098,0.147,37.226,0.672,1.128,0.981,33.831,1.815,0.0,0.196,0.0,32.977,5.689,2.158,0.477,0.667,0.098,1.03,0.883,0.224,2.403,1,1,0,20.389
0,Harlee Dean,29,2020-2021,43,0.956,0.095,0.0,0.095,37.017,0.627,0.191,0.43,78.016,0.692,0.0,0.024,0.0,96.76,0.334,0.406,0.647,0.655,0.74,0.406,3.771,0.659,8.831,0,0,1,41.9
0,Anis Mehmeti,19,2020-2021,29,0.707,0.181,0.06,0.12,22.816,0.66,1.023,0.602,18.815,2.408,0.0,0.12,0.0,24.619,3.191,3.612,0.567,0.45,0.0,0.722,0.12,0.326,2.769,0,1,0,16.611
0,Aaron Rowe,19,2020-2021,20,0.667,0.091,0.091,0.091,30.638,0.735,0.638,0.547,45.72,2.006,0.0,0.274,0.0,28.263,5.198,3.1,0.5,0.714,0.274,1.641,1.094,0.238,1.915,1,0,1,10.967
